Week,Date,Year,Month,"Region (North, Central, South)",County,Site,Site Code,Time (24hr),Temp (oC),Salinity (ppt),Tide,Pseudo-nitzschia TOTAL (cells/L),Pseudo-nitzschia count LG (cells/L),Pseudo-nitzschia count SM (cells/L),Pseudo-nitzschia  americana (cells/L),Alexandrium (cells/L),Dinophysis (cells/L),H2O ELISA pDA (ng/L),%B/BO,Extract vol (ml),Dilution Factor,Comments,,
7,02/16/21,2021,February,North,Clatsop,Cannon Beach Tolovana,CBT,10:10,8.9,25.4,Incoming,0,0,0,0,0,0,N/A,N/A,N/A,N/A,Pseudo-nitzschia sp. in net tow.,,
7,02/16/21,2021,February,North,Tillamook,Cape Meares,CAP,11:40,9.7,28.2,Incoming,0,0,0,0,0,0,N/A,N/A,N/A,N/A,,,
8,02/24/21,2021,February,North,Clatsop,Clatsop South Jetty,CSJ,15:40,9.6,26.5,Outgoing,0,0,0,0,0,0,N/A,N/A,N/A,N/A,Sparse plankton.,,
8,02/22/21,2021,February,North,Clatsop,Clatsop Sunset,SUN,14:15,8.7,21.2,Outgoing,0,0,0,0,0,0,N/A,N/A,N/A,N/A,1000 cells/L Azadinium c.f. sp. ,,
8,02/22/21,2021,February,North,Clatsop,Clatsop Seaside,SEA,13:40,9.1,21.1,Outgoing,0,0,0,0,0,0,N/A,N/A,N/A,N/A,1000 cells/L Azadinium c.f. sp. ,,
8,02/24/21,2021,February,North,Clatsop,Cannon Beach Tolovana,CBT,14:45,10.5,27.1,Outgoing,0,0,0,0,0,0,N/A,N/A,N/A,N/A,Azadinium c.f. sp. in net tow.,,
8,02/22/21,2021,February,North,Tillamook,Cape Meares,CAP,11:40,9.5,25.8,Outgoing,0,0,0,0,0,0,N/A,N/A,N/A,N/A,,,
8,02/22/21,2021,February,Central,Lincoln,Newport South Beach,NSB,13:00,9.8,26.2,Outgoing,0,0,0,0,0,0,N/A,N/A,N/A,N/A,Very sparse plankton.,,
8,02/22/21,2021,February,South,Coos,Charleston Bastendorff,CBB,10:00,10.0,29.4,Outgoing,"1,000",0,"1,000",0,0,0,N/A,N/A,N/A,N/A,,,
8,02/22/21,2021,February,South,Curry,Gold Beach Bailey Beach,GBB,12:31,10.8,30.3,Outgoing,0,0,0,0,0,0,N/A,N/A,N/A,N/A,Very sparse plankton.,,
9,03/01/21,2021,March,North,Clatsop,Clatsop South Jetty,CSJ,9:55,8.9,23.6,Incoming,0,0,0,0,0,0,N/A,N/A,N/A,N/A,,,
9,03/01/21,2021,March,North,Clatsop,Clatsop Sunset,SUN,10:20,8.9,22.7,Incoming,0,0,0,0,0,"2,000",N/A,N/A,N/A,N/A,,,
9,03/01/21,2021,March,North,Clatsop,Clatsop Seaside,SEA,10:55,8.9,22.5,Incoming,"1,000","1,000",0,0,0,0,N/A,N/A,N/A,N/A,Alexandrium c.f. tamarense in net tow.,,
9,03/01/21,2021,March,North,Clatsop,Cannon Beach Tolovana,CBT,11:15,9.6,23.0,Incoming,"1,000",0,"1,000",0,"1,000",0,N/A,N/A,N/A,N/A,,,
9,03/01/21,2021,March,North,Tillamook,Cape Meares,CAP,13:08,9.8,25.0,Incoming,"2,000",0,"2,000",0,0,0,N/A,N/A,N/A,N/A,,,
10,03/08/21,2021,March,North,Clatsop,Clatsop South Jetty,CSJ,14:50,9.1,25.5,Outgoing,0,0,0,0,0,0,N/A,N/A,N/A,N/A,Phalacroma rotundatum in net tow.,,
10,03/08/21,2021,March,North,Clatsop,Clatsop Sunset,SUN,14:08,9.2,25.6,Outgoing,0,0,0,0,0,0,N/A,N/A,N/A,N/A,Pseudo-nitzschia pseudodelicatissima/delicatissima in net tow.,,
10,03/08/21,2021,March,North,Clatsop,Clatsop Seaside,SEA,13:40,9.4,25.4,Outgoing,0,0,0,0,0,0,N/A,N/A,N/A,N/A,Alexandrium c.f. tamarense in net tow.,,
10,03/08/21,2021,March,North,Clatsop,Cannon Beach Tolovana,CBT,13:10,9.3,25.9,Outgoing,0,0,0,0,0,0,N/A,N/A,N/A,N/A,Pseudo-nitzschia c.f. australis/fraudulenta in net tow.,,
10,03/08/21,2021,March,North,Tillamook,Cape Meares,CAP,11:00,9.4,26.2,Outgoing,0,0,0,0,0,0,N/A,N/A,N/A,N/A,,,
10,03/08/21,2021,March,Central,Lincoln,Newport South Beach,NSB,11:40,9.6,26.9,Outgoing,0,0,0,0,0,0,N/A,N/A,N/A,N/A,,,
10,03/08/21,2021,March,South,Coos,Charleston Bastendorff,CBB,9:30,9.3,30.3,Outgoing,0,0,0,0,0,0,N/A,N/A,N/A,N/A,Phaeocystis c.f. globosa present- unable to count cells due to excess detritus,,
10,03/08/21,2021,March,South,Curry,Gold Beach Bailey Beach,GBB,8:56,9.6,30.5,Outgoing,0,0,0,0,0,0,N/A,N/A,N/A,N/A,,,
11,03/15/21,2021,March,North,Clatsop,Clatsop South Jetty,CSJ,10:20,9.2,27.7,Incoming,0,0,0,0,0,0,N/A,N/A,N/A,N/A,P-n. c.f. pungens/multiseries in net tow.,,
11,03/15/21,2021,March,North,Clatsop,Clatsop Sunset,SUN,10:50,9.1,27.1,Incoming,"2,000",0,"2,000",0,0,0,N/A,N/A,N/A,N/A,,,
11,03/15/21,2021,March,North,Clatsop,Clatsop Seaside,SEA,11:30,8.4,26.1,Incoming,0,0,0,0,0,0,N/A,N/A,N/A,N/A,P-n. c.f. pseudodelicatissima/delicatissima in net tow.,,
11,03/15/21,2021,March,North,Clatsop,Cannon Beach Tolovana,CBT,12:00,9.7,27.4,Incoming,0,0,0,0,0,0,N/A,N/A,N/A,N/A,P-n c.f. australis/fraudulenta & Alexandrium c.f. tamarense in net tow.,,
11,03/15/21,2021,March,North,Tillamook,Cape Meares,CAP,13:30,9.2,27.1,Incoming,0,0,0,0,0,0,N/A,N/A,N/A,N/A,Azadinium c.f. sp. in net tow. ,,
12,03/22/21,2021,March,North,Clatsop,Clatsop South Jetty,CSJ,13:45,12.0,26.9,Outgoing,"2,000",0,"2,000",0,0,0,N/A,N/A,N/A,N/A,Azadinium c.f. sp. 1000 cells/L,,
12,03/22/21,2021,March,North,Clatsop,Clatsop Sunset,SUN,13:15,10.5,26.2,Outgoing,0,0,0,0,0,0,N/A,N/A,N/A,N/A,"Pseudo-nitzschia pungens/multiseries & c.f. americana, & Alexandrium c.f. tamarense in net tow.",,
12,03/22/21,2021,March,North,Clatsop,Clatsop Seaside,SEA,12:40,11.6,24.5,Outgoing,"2,000",0,"2,000",0,0,0,N/A,N/A,N/A,N/A,P-n. c.f. americana & Alexandrium c.f. tamarense & c.f. ostenfeldii in net tow.,,
12,03/22/21,2021,March,North,Clatsop,Cannon Beach Tolovana,CBT,12:10,9.7,21.5,Outgoing,0,0,0,0,0,0,N/A,N/A,N/A,N/A,,,
12,03/22/21,2021,March,North,Tillamook,Cape Meares,CAP,10:45,9.5,27.8,Outgoing,"4,000",0,"3,000","1,000",0,0,N/A,N/A,N/A,N/A,Phaeocystis c.f. sp. in net tow.,,
12,03/22/21,2021,March,Central,Lincoln,Newport South Beach,NSB,12:30,9.7,27.1,Outgoing,"2,000","2,000",0,0,0,0,N/A,N/A,N/A,N/A,,,
12,03/22/21,2021,March,South,Coos,Charleston Bastendorff,CBB,10:15,10.1,29.2,Outgoing,0,0,0,0,0,0,N/A,N/A,N/A,N/A,,,
12,03/22/21,2021,March,South,Curry,Gold Beach Bailey Beach,GBB,12:20,10.1,28.6,Outgoing,0,0,0,0,0,0,N/A,N/A,N/A,N/A,Sparse plankton,,
13,03/29/21,2021,March,North,Clatsop,Clatsop South Jetty,CSJ,9:40,8.9,26.5,Incoming,"3,000","1,000","1,000","1,000",0,0,N/A,N/A,N/A,N/A,,,
13,03/29/21,2021,March,North,Clatsop,Clatsop Sunset,SUN,10:00,9.1,25.0,Incoming,"1,000","1,000",0,0,0,0,N/A,N/A,N/A,N/A,,,
13,03/29/21,2021,March,North,Clatsop,Clatsop Seaside,SEA,10:35,9.1,23.6,Incoming,"3,000",0,"1,000","2,000",0,0,N/A,N/A,N/A,N/A,Phaeocystis c.f. sp. & emply Phalacroma rotundatum in net tow.,,
13,03/29/21,2021,March,North,Clatsop,Cannon Beach Tolovana,CBT,11:05,8.9,25.8,Incoming,"5,000","2,000","3,000",0,0,0,N/A,N/A,N/A,N/A,,,
13,03/29/21,2021,March,North,Tillamook,Cape Meares,CAP,12:30,9.4,26.0,Incoming,"2,000",0,"1,000","1,000",0,0,N/A,N/A,N/A,N/A,,,
14,04/05/21,2021,April,North,Clatsop,Clatsop South Jetty,CSJ,9:10,9.0,28.7,Outgoing,"2,000",0,0,"2,000",0,0,N/A,N/A,N/A,N/A,,,
14,04/05/21,2021,April,North,Clatsop,Clatsop Sunset,SUN,9:35,8.8,28.1,Outgoing,"8,000",0,0,"8,000",0,0,N/A,N/A,N/A,N/A,,,
14,04/05/21,2021,April,North,Clatsop,Clatsop Seaside,SEA,10:10,9.2,27.9,Outgoing,"10,000",0,"2,000","8,000",0,0,N/A,N/A,N/A,N/A,"P-n. 20% c.f. pseudodelicatissima/delicatissima, 80% c.f. americana .",,
14,04/05/21,2021,April,North,Clatsop,Cannon Beach Tolovana,CBT,10:45,10.5,28.7,Outgoing,0,0,0,0,"1,000",0,N/A,N/A,N/A,N/A,,,
14,04/05/21,2021,April,North,Tillamook,Cape Meares,CAP,12:08,10.8,29.7,Outgoing,0,0,0,0,0,0,N/A,N/A,N/A,N/A,Alexandrium c.f. tamarense in net tow.,,
14,04/05/21,2021,April,Central,Lincoln,Newport South Beach,NSB,10:30,9.5,30.4,Outgoing,0,0,0,0,0,0,N/A,N/A,N/A,N/A,Sparse plankton,,
14,04/05/21,2021,April,South,Coos,Charleston Bastendorff,CBB,10:00,9.3,31.2,Outgoing,"1,000",0,0,"1,000",0,0,N/A,N/A,N/A,N/A,Phaeocystis c.f. sp. present,,
14,04/05/21,2021,April,South,Curry,Gold Beach Bailey Beach,GBB,12:40,10.2,31.3,Outgoing,"3,000",0,"3,000",0,0,0,N/A,N/A,N/A,N/A,,,
15,04/12/21,2021,April,North,Clatsop,Clatsop South Jetty,CSJ,10:00,9.5,28.8,Incoming,"79,000","4,000",0,"75,000",0,"1,000",N/A,N/A,N/A,N/A,"P-n. 5% c.f. pungens/multiseries, 95% c.f. americana",,
15,04/12/21,2021,April,North,Clatsop,Clatsop Sunset,SUN,10:25,10.1,28.2,Incoming,"96,000",0,0,"96,000",0,0,N/A,N/A,N/A,N/A,"35,000 cells/L Phaeocystis c.f. sp. Phalacroma rotundatum in net tow. ",,
15,04/12/21,2021,April,North,Clatsop,Clatsop Seaside,SEA,11:00,10.7,27.5,Incoming,"60,000","3,000",0,"57,000","1,000",0,N/A,N/A,N/A,N/A,"P-n. 5% c.f. pungens/multiseries, 95% c.f. americana. 41,000 cells/L Phaeocystis c.f. sp.",,
15,04/12/21,2021,April,North,Clatsop,Cannon Beach Tolovana,CBT,11:30,10.2,28.9,Incoming,"7,000",0,"1,000","6,000",0,0,N/A,N/A,N/A,N/A,,,
15,04/12/21,2021,April,North,Tillamook,Cape Meares,CAP,13:20,11.1,29.5,Incoming,"17,000",0,0,"17,000",0,0,N/A,N/A,N/A,N/A,"P.n. c.f. pseudodelicatissima/delicatissima count chamber in wing & net tow. 37,000 cells/L Phaeocystis c.f. sp. ",,
16,04/20/21,2021,April,North,Clatsop,Clatsop South Jetty,CSJ,9:45,11.2,27.6,Outgoing,"95,000","24,000","7,000","64,000",0,0,,,,,"P-n. 25% c.f. pungens/multiseries, 67% c.f. americana, 2% c.f. psuedodeli-/delicatissima. 317,000 cells/L Phaeocystis c.f. sp.",,
16,04/20/21,2021,April,North,Clatsop,Clatsop Sunset,SUN,10:15,13.1,27.5,Outgoing,"97,000","11,000","5,000","81,000",0,0,,,,,"P-n.c.f. australis/fraudulenta 1%, 10% c.f. pungens/multiseries, 5% c.f. pseudodeli-/delicatissima, 84% c.f. americana. Azadinium c.f. sp. 2,000 cells/L, Phaeocystis c.f. sp. 68,000 cells/L.",,
16,04/20/21,2021,April,North,Clatsop,Clatsop Seaside,SEA,10:45,13.3,27.3,Outgoing,"40,000","10,000","1,000","29,000","1,000",0,,,,,"P-n. 25% c.f. pungens/multiseries, 72.5% c.f. americana, 2.5% c.f. pseudodeli-/delicatissima. 122,000 cells/L Phaeocystis c.f. sp.",,
16,04/20/21,2021,April,North,Clatsop,Cannon Beach Tolovana,CBT,11:20,12.8,28.4,Outgoing,"122,000","17,000","4,000","101,000","2,000",0,,,,,"P-n c.f. pungens/multiseries, c.f. pseudodeli-/delicatissima, c.f. americana. 1000 cells/L Azadinium c.f. sp., 68,000 cells/L Phaeocystis c.f. sp., 1000 cells/L Heterocapsa c.f. sp.",,
16,04/20/21,2021,April,North,Tillamook,Cape Meares,CAP,13:00,11.4,28.6,Incoming,"82,000","13,000","8,000","61,000",0,0,,,,,"P.n. 10% c.f. pseudodelicatissima/delicatissima, 16% c.f. pungens/multiseries, 74% c.f. americana. 210,000 cells/L Phaeocystis c.f. sp., 1000 cells/L Azadinium c.f. sp.",,
16,04/19/21,2021,April,Central,Lincoln,Newport South Beach,NSB,11:45,10.7,29.9,Outgoing,"13,000","2,000",0,"11,000",0,0,,,,,"P-n. 15% c.f. pungens/multiseries, 73% c.f. americana.",,
16,04/19/21,2021,April,South,Coos,Charleston Bastendorff,CBB,8:45,9.5,31.5,Outgoing,"11,000",0,0,"11,000",0,0,,,,,"30,000 cells/L Phaeocystis c.f. sp.",,
16,04/19/21,2021,April,South,Curry,Gold Beach Bailey Beach,GBB,12:30,10.6,31.8,Low,"2,000","1,000",0,"1,000",0,0,,,,,,,
17,04/26/21,2021,April,North,Tillamook,Cape Meares,CAP,13:23,11.5,27.3,Outgoing,"74,000","15,000","3,000","56,000",0,0,,,,,"P.n. 4% c.f. pseudodelicatissima/delicatissima, 20% c.f. pungens/multiseries, 56% c.f. americana. 4,000 cells/L Gymnodinium sp.",,
17,04/26/21,2021,April,North,Clatsop,Clatsop South Jetty,CSJ,10:10,11.7,25.3,Incoming,"287,000","67,000","40,000","180,000",0,0,,,,,"P-n. 23% c.f. pungens/multi, 14% c.f. pseudodel-/delicatissima, 63% c.f. americana. A. catenella in net tow. 12,000 cells/L Phaeocystis sp. 27,000 Gymnodinium sp. ",,
17,04/26/21,2021,April,North,Clatsop,Clatsop Sunset,SUN,10:35,12.4,24.8,Incoming,"195,000","39,000","29,000","127,000",0,0,,,,,"P-n.c.f. australis/fraudulenta 3%, 17% c.f. pungens/multiseries, 15% c.f. pseudodeli-/delicatissima, 65% c.f. americana. Azadinium c.f. sp. 1,000 cells/L, Phaeocystis c.f. sp. 69,000 cells/L.",,
17,04/26/21,2021,April,North,Clatsop,Clatsop Seaside,SEA,11:25,11.7,26.1,Incoming,"134,000","20,000","14,000","100,000","2,000",0,,,,,"P-n. 14% c.f. pungens/multiseries, 72% c.f. americana, 10% c.f. pseudodeli-/delicatissima, 1% c.f. australis/fraudulenta. 49,000 cells/L Phaeocystis c.f. sp., 69,000 cells/L Gymnodinium sp.",,
17,04/26/21,2021,April,North,Clatsop,Cannon Beach Tolovana,CBT,12:00,11.9,23.6,Incoming,"144,000","28,000","32,000","84,000",0,0,,,,,"P-n. 19% c.f. pungens/multi, 22% c.f. pseudodeli/deli, 58% c.f. americana. 2,000 cells/L Gymnodinium sp.",,
17,04/26/21,2021,April,North,Tillamook,Cape Meares,CAP,13:23,11.5,27.3,Outgoing,"74,000","15,000","3,000","56,000",0,0,,,,,"P.n. 4% c.f. pseudodelicatissima/delicatissima, 20% c.f. pungens/multiseries, 56% c.f. americana. 4,000 cells/L Gymnodinium sp.",,
18,05/03/21,2021,May,North,Clatsop,Clatsop South Jetty,CSJ,9:05,11.4,27.3,Outgoing,"191,000","60,000","23,000","108,000",0,0,,,,,"P-n. 31% c.f. pungens/multi, 12% c.f. pseudodel-/delicatissima, 57% c.f. americana. A.c.f. tamarense in net tow. Protoceratium c.f. reticulatum in net tow. 7,000 Gymnodinium sp. ",,
18,05/03/21,2021,May,North,Clatsop,Clatsop Sunset,SUN,9:30,11.5,28.0,Outgoing,"372,000","131,000","46,000","195,000",0,0,,,,,"P-n.  5% c.f. australis/fraudulenta, 30% c.f. pungens/multiseries, 20% c.f. pseudodeli-/delicatissima, 52% c.f. americana. Heterocapsa sp. 1,000 cells/L, Phaeocystis c.f. sp. &  Protoceratium c.f. reticulatum in net tow. 16,000 cells/L Gymnodinium c.f. sp. ",,
18,05/03/21,2021,May,North,Clatsop,Clatsop Seaside,SEA,10:00,11.8,28.2,Outgoing,"287,000","113,000","33,000","141,000",0,0,,,,,"P-n. 37% c.f. pungens/multiseries, 49% c.f. americana, 11% c.f. pseudodeli-/delicatissima, 3% c.f. australis/fraudulenta. 16,000 cells/L Phaeocystis c.f. sp., 94,000 cells/L Gymnodinium sp., 4,000 cells/L Heterocapsa sp.  Protoceratium c.f. reticulatum in net tow.",,
18,05/03/21,2021,May,North,Clatsop,Cannon Beach Tolovana,CBT,10:30,11.2,28.5,Outgoing,"124,000","58,000","14,000","52,000",0,0,,,,,"P-n. 3% c.f. australis/fraudulenta, 44% c.f. pungens/multi, 11% c.f. pseudodeli/deli, 52% c.f. americana. 1,000 cells/L Gymnodinium sp.  Alexandrium c.f. tamarense in net tow. *sampled crab hole-couldn't get to surf.",,
18,05/03/21,2021,May,North,Tillamook,Cape Meares,CAP,11:55,10.9,28.8,Outgoing,"195,000","58,000","30,000","107,000","2,000",0,,,,,"P.n. 15% c.f. pseudodelicatissima/delicatissima, 30% c.f. pungens/multiseries, 55% c.f. americana. 2,000 cells/L Gymnodinium sp., Dinophysis c.f. acuta, Heterocapsa sp., &  Protoceratium c.f. reticulatum in net tow.",,
18,05/03/21,2021,May,Central,Lincoln,Newport South Beach,NSB,10:45,11.0,29.9,Outgoing,"224,000","37,000","6,000","181,000",0,0,,,,,"P-n. 16.5% c.f. pungens/multiseries, 3% c.f. pseudodeli-/delicatissima, 81% c.f. americana.",,
18,05/03/21,2021,May,South,Coos,Charleston Bastendorff,CBB,9:35,10.0,32.0,Outgoing,"115,000","23,000","7,000","85,000",0,0,,,,,"P. 20% c.f. pungens/multiseries, 6% c.f. pseudodeli-/delicatissima, 74% c.f. americana. 37,000+ cells/L Phaeocystis c.f. sp., 2,000 cells/L Gymnodinium sp., 1,000 cells/L Protoceratium c.f. reticulatum",,
18,05/03/21,2021,May,South,Curry,Gold Beach Bailey Beach,GBB,12:00,NA,NA,Low,"12,000","7,000",0,"5,000",0,0,,,,,"P. 42% c.f. australis/fraudulenta, 17% c.f. pungens/multiseries, 42% c.f. americana.",,
19,05/10/21,2021,May,North,Clatsop,Clatsop South Jetty,CSJ,9:40,12.1,26.4,Incoming,"1,000,000","278,000","306,000","416,000",0,"1,000",42.03,54.8,4,Avg 5&10,"P-n. 2% c.f. australis/fruadulenta, 26% c.f. pungens/multi, 31% c.f. pseudodel-/delicatissima, 42% c.f. americana.",,
19,05/10/21,2021,May,North,Clatsop,Clatsop Sunset,SUN,10:08,11.7,25.3,Incoming,"1,177,000","207,000","546,000","424,000",0,0,77.73,46.8,4,10,"P-n.  0% c.f. australis/fraudulenta, 18% c.f. pungens/multiseries, 46% c.f. pseudodeli-/delicatissima, 36% c.f. americana. Alexandrium c.f. tamerense & Heterocapsa sp. in net tow. 1000 cells/L Protoceratium c.f. reticulatum. 1000 cells/L Gymnodinium c.f. sp. ",,
19,05/10/21,2021,May,North,Clatsop,Clatsop Seaside,SEA,10:45,12.1,25.1,Incoming,"945,000","323,000","622,000",,"1,000",0,95.07,52.7,6,10,"P-n. 29% c.f. pungens/multiseries, 66% c.f. pseudodeli-/delicatissima, 6% c.f. australis/fraudulenta.  1000 cells/L Gymnodinium/Karenia sp., 4000 cells/L Protoceratium c.f. reticulatum. 1000 cells/L Azadinium c.f. sp.",,
19,05/10/21,2021,May,North,Clatsop,Cannon Beach Tolovana,CBT,11:20,11.8,27.8,Incoming,"262,000","33,000","128,000","101,000",0,0,32.24,54,4,5,"P-n. 1% c.f. australis/fraudulenta, 12% c.f. pungens/multi, 49% c.f. pseudodeli/deli, 39% c.f. americana.",,
19,05/10/21,2021,May,North,Tillamook,Cape Meares,CAP,12:45,12.1,28.0,High,"133,000","21,000","50,000","62,000",0,"1,000",39.14,56.7,4,Avg 5&10,"P.n. 38% c.f. pseudodelicatissima/delicatissima, 16% c.f. pungens/multiseries, 47% c.f. americana.",,
20,05/17/21,2021,May,North,Clatsop,Clatsop South Jetty,CSJ,9:35,9.1,31.2,Outgoing,"227,000","76,000","96,000","55,000",0,0,5.67,55.9,4,1,"P-n. 1% c.f. australis/fruadulenta, 32% c.f. pungens/multi, 42% c.f. pseudodel-/delicatissima, 24% c.f. americana.",,
20,05/17/21,2021,May,North,Clatsop,Clatsop Sunset,SUN,10:05,9.4,30.5,Outgoing,"636,000","109,000","384,000","143,000","2,000",0,8.17,45.3,4,1,"P-n.  1% c.f. australis/fraudulenta, 16% c.f. pungens/multiseries, 60% c.f. pseudodeli-/delicatissima, 22% c.f. americana.",,
20,05/17/21,2021,May,North,Clatsop,Clatsop Seaside,SEA,10:35,11.2,30.1,Outgoing,"601,000","61,000","301,000","239,000",0,0,10.34,59.1,4,Avg 1&5,"P-n. 2% c.f. australis/fraudulenta, 8% c.f. pungens/multi, 50% c.f. pseudodeli/deli, 40% c.f. americana.",,
20,05/17/21,2021,May,North,Clatsop,Cannon Beach Tolovana,CBT,11:10,10.3,30.3,Low,"446,000","66,000","233,000","147,000",0,0,6.26,53.1,4,1,"P-n. 1% c.f. australis/fraudulenta, 10% c.f. pungens/multi, 39% c.f. pseudodeli/deli, 24% c.f. americana.",,
20,05/17/21,2021,May,North,Tillamook,Cape Meares,CAP,13:00,11.3,30.1,Incoming,"310,000","67,000","141,000","102,000",0,0,17.23,48.7,4,Avg 1&5,"P.n. 10% c.f. australis/fraudulenta, 45% c.f. pseudodelicatissima/delicatissima, 12% c.f. pungens/multiseries, 33% c.f. americana.",,
20,05/17/21,2021,May,Central,Lincoln,Newport South Beach,NSB,12:15,10.1,30.6,Incoming,"52,857","4,286","15,714","32,857","1,429",0,ND,102.4,4,1,"P.n. 30% c.f. pseudodelicatissima/delicatissima, 8% c.f. pungens/multiseries, 62% c.f. americana.",,
20,05/17/21,2021,May,South,Coos,Charleston Bastendorff,CBB,8:45,8.7,32.4,Outgoing,"183,000","21,000","13,000","149,000",0,0,2.35,78.2,4,1,"P.n. 3% c.f. australis/fraudulenta, 7% c.f. pseudodelicatissima/delicatissima, 9% c.f. pungens/multiseries, 81% c.f. americana.",,
21,05/24/21,2021,May,North,Clatsop,Clatsop South Jetty,CSJ,10:05,11.5,26.8,Incoming,"1,457,000","629,000","255,000","573,000",0,0,11.29,36.3,4,1,"P-n. 1% c.f. australis/fruadulenta, 42% c.f. pungens/multi, 18% c.f. pseudodel-/delicatissima, 39% c.f. americana. Alexandrium c.f. catenella in net tow. 2000 cells/L Heterocapsa sp., 1000 cells/L Gymnodinium c.f. sp.",,
21,05/24/21,2021,May,North,Clatsop,Clatsop Sunset,SUN,10:35,11.9,26.1,Incoming,"1,526,000","646,000","348,000","532,000",0,0,12.70,76.6,4,5,"P-n.  4% c.f. australis/fraudulenta, 38% c.f. pungens/multiseries, 23% c.f. pseudodeli-/delicatissima, 35% c.f. americana. 46,000 cells/L Phaeocystis c.f. sp., Heterocapsa sp. in net tow.",,
21,05/24/21,2021,May,North,Clatsop,Clatsop Seaside,SEA,11:25,12.6,25.5,High,"949,000","364,000","272,000","313,000",0,0,12.05,34.6,4,1,"P-n. 1% c.f. australis/fraudulenta, 38% c.f. pungens/multi, 27% c.f. pseudodeli/deli, 33% c.f. americana. 78,000 cells/L Phaeocystis c.f. sp., 1000 cell/L Gymnodinium c.f. sp.",,
21,05/24/21,2021,May,North,Clatsop,Cannon Beach Tolovana,CBT,12:00,12.6,24.0,Outgoing,"1,127,000","583,000","144,000","400,000","2,000",0,17.84,50.3,4,Avg 1&5,"P-n. 1% c.f. australis/fraudulenta, 51% c.f. pungens/multi, 13% c.f. pseudodeli/deli, 35% c.f. americana. 13000 cells/L Phaeocystis c.f. sp., 1000 Gymnodinium c.f. sp.",,
21,05/24/21,2021,May,North,Tillamook,Cape Meares,CAP,13:25,12.0,26.7,Outgoing,"481,000","219,000","103,000","159,000","1,000",0,29.60,54.7,4,5,"P.n. 0% c.f. australis/fraudulenta, 46% c.f. pungens/multiseries, 21% c.f. pseudodelicatissima/delicatissima, 33% c.f. americana. 2000 cells/L, Heterocapsa sp. 2000, cells/L Gymnodinium c.f. sp., Phaeocystis c.f. sp. in net tow.  ",,
22,06/01/21,2021,June,North,Clatsop,Clatsop South Jetty,CSJ,9:20,11.1,29.2,Outgoing,"886,000","344,000","312,000","230,000","1,000",0,20.80,44.2,4,Avg1&5,"P-n. 4% c.f. australis/fruadulenta, 26% c.f. pungens/multi, 40% c.f. pseudodel-/delicatissima, 30% c.f. americana. Dinophysis acuminata in net tow. 3000 cells/L Gymnodinium sp., 1000 cells/L Noctiluca scintillans. ",,
22,06/01/21,2021,June,North,Clatsop,Clatsop Sunset,SUN,9:45,12.8,28.7,Outgoing,"1,376,000","457,000","528,000","391,000","2,000",0,37.19,58.2,4,Avg 5&10,"P-n.  4% c.f. australis/fraudulenta, 29% c.f. pungens/multiseries, 38% c.f. pseudodeli-/delicatissima, 28% c.f. americana. 1000 cells/L Heterocapsa sp., 3000 cells/L Noctiluca scintillans. Dinophysis acuta in net tow.",,
22,06/01/21,2021,June,North,Clatsop,Clatsop Seaside,SEA,10:20,13.2,28.5,Outgoing,"865,000","257,000","394,000","214,000",0,0,21.65,63.5,4,5,"P-n. 3% c.f. australis/fraudulenta, 27% c.f. pungens/multi, 46% c.f. pseudodeli/deli, 25% c.f. americana. Alexandrium  sp. in net tow.8000 cells/L Gymnodinium sp., 5000 cells/L Noctiluca scintillans.",,
22,06/01/21,2021,June,North,Clatsop,Cannon Beach Tolovana,CBT,10:55,10.8,30.1,Outgoing,"377,000","109,000","183,000","85,000","4,000",0,8.97,42.7,4,1,"P-n. 5% c.f. australis/fraudulenta, 22% c.f. pungens/multi, 49% c.f. pseudodeli/deli, 23% c.f. americana, 2% c.f. seriata. 13000 cells/L Phaeocystis c.f. sp., 1000 Gymnodinium c.f. sp.",,
22,06/01/21,2021,June,North,Tillamook,Cape Meares,CAP,12:40,13.1,27.8,Incoming,"307,000","134,000","86,000","87,000",0,0,21.41,63.8,4,5,"P.n. 3% c.f. australis/fraudulenta, 40% c.f. pungens/multiseries, 28% c.f. pseudodelicatissima/delicatissima, 28% c.f. americana. 1000 cells/L Gymnodinium c.f. sp., 1000 cells/L Noctiluca scintillans.  ",,
22,06/01/21,2021,June,Central,Lincoln,Newport South Beach,NSB,12:00,#N/A,#N/A,Low,"145,000","63,000","19,000","63,000",0,0,15.49,50.9,4,1&5,"P.n. 15% cf. australis/fraudulenta, 28% c.f. c.f. pungens/multiseries, 13% pseudodelicatissima/delicatissima, 43% c.f. americana.",,
22,06/01/21,2021,June,South,Coos,Charleston Bastendorff,CBB,9:00,9.7,31.7,Outgoing,"200,000","99,000","26,000","75,000","1,000","1,000",30.28,54.0,4,5,"P. 14% c.f. australis/fraudulenta, 35.5% c.f. pungens/multiseries, 13% c.f. pseudodeli-/delicatissima, 37.5% c.f. americana.",,
22,06/01/21,2021,June,South,Curry,Gold Beach Bailey Beach,GBB,11:35,10.8,32.1,Low,"64,000","22,000","6,000","36,000",0,0,6.96,50,4,1,"P. 1% c.f. australis/fraudulenta, 33% c.f. pungens/multiseries, 9% c.f. pseudodelicatissima/delicatissima, 56% c.f. americana. 1000 cells/L Gymnodinium sp.",,
